"","VALUE","Freq","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"67",159,156063,"Tree Cover = 59%",62,140,38,0.243137,0.54902,0.14902,34708,0.7
"68",160,3848,"Tree Cover = 60%",62,140,38,0.243137,0.54902,0.14902,856,0
"69",161,2492,"Tree Cover = 61%",58,138,36,0.227451,0.541176,0.141176,554,0
"70",162,1957,"Tree Cover = 62%",56,135,34,0.219608,0.529412,0.133333,435,0
"71",163,1426,"Tree Cover = 63%",55,133,33,0.215686,0.521569,0.129412,317,0
"72",164,2025,"Tree Cover = 64%",51,130,31,0.2,0.509804,0.121569,450,0
"73",165,76,"Tree Cover = 65%",49,128,29,0.192157,0.501961,0.113725,17,0
"74",166,9,"Tree Cover = 66%",48,125,29,0.188235,0.490196,0.113725,2,0
"75",167,10,"Tree Cover = 67%",44,122,27,0.172549,0.478431,0.105882,2,0
"76",168,27,"Tree Cover = 68%",43,120,25,0.168627,0.470588,0.098039,6,0
"77",210,9963,"Shrub Cover = 10%",212,178,125,0.831373,0.698039,0.490196,2216,0
"78",211,3899,"Shrub Cover = 11%",212,176,123,0.831373,0.690196,0.482353,867,0
"79",212,4404,"Shrub Cover = 12%",212,175,123,0.831373,0.686275,0.482353,979,0
"80",213,4861,"Shrub Cover = 13%",212,174,121,0.831373,0.682353,0.47451,1081,0
"81",214,5991,"Shrub Cover = 14%",209,170,119,0.819608,0.666667,0.466667,1332,0
"82",215,2008,"Shrub Cover = 15%",209,168,117,0.819608,0.658824,0.458824,447,0
"83",216,7688,"Shrub Cover = 16%",209,166,117,0.819608,0.65098,0.458824,1710,0
"84",217,9035,"Shrub Cover = 17%",209,165,115,0.819608,0.647059,0.45098,2009,0
"85",218,10746,"Shrub Cover = 18%",209,164,115,0.819608,0.643137,0.45098,2390,0
"86",219,13612,"Shrub Cover = 19%",209,161,113,0.819608,0.631373,0.443137,3027,0.1
"87",220,17513,"Shrub Cover = 20%",207,159,112,0.811765,0.623529,0.439216,3895,0.1
"88",221,2334,"Shrub Cover = 21%",207,156,109,0.811765,0.611765,0.427451,519,0
"89",222,26255,"Shrub Cover = 22%",207,155,109,0.811765,0.607843,0.427451,5839,0.1
"90",223,30356,"Shrub Cover = 23%",207,154,107,0.811765,0.603922,0.419608,6751,0.1
"91",224,43901,"Shrub Cover = 24%",207,152,107,0.811765,0.596078,0.419608,9763,0.2
"92",225,60884,"Shrub Cover = 25%",207,151,105,0.811765,0.592157,0.411765,13540,0.3
"93",226,72490,"Shrub Cover = 26%",204,147,104,0.8,0.576471,0.407843,16121,0.3
"94",227,2500,"Shrub Cover = 27%",204,146,102,0.8,0.572549,0.4,556,0
"95",228,88927,"Shrub Cover = 28%",204,145,102,0.8,0.568627,0.4,19777,0.4
"96",229,108328,"Shrub Cover = 29%",204,142,100,0.8,0.556863,0.392157,24092,0.5
"97",230,129378,"Shrub Cover = 30%",204,142,100,0.8,0.556863,0.392157,28773,0.6
"98",231,157353,"Shrub Cover = 31%",201,137,97,0.788235,0.537255,0.380392,34994,0.7
"99",232,189477,"Shrub Cover = 32%",201,137,97,0.788235,0.537255,0.380392,42139,0.9
"100",233,360,"Shrub Cover = 33%",201,134,95,0.788235,0.52549,0.372549,80,0
"101",234,219223,"Shrub Cover = 34%",201,134,95,0.788235,0.52549,0.372549,48754,1
"102",235,242511,"Shrub Cover = 35%",201,132,95,0.788235,0.517647,0.372549,53933,1.1
"103",236,241233,"Shrub Cover = 36%",199,129,91,0.780392,0.505882,0.356863,53649,1.1
"104",237,206388,"Shrub Cover = 37%",199,127,91,0.780392,0.498039,0.356863,45900,0.9
"105",238,179413,"Shrub Cover = 38%",199,126,90,0.780392,0.494118,0.352941,39900,0.8
"106",239,11006,"Shrub Cover = 39%",199,126,90,0.780392,0.494118,0.352941,2448,0.1
"107",240,128416,"Shrub Cover = 40%",199,123,88,0.780392,0.482353,0.345098,28559,0.6
"108",241,82963,"Shrub Cover = 41%",196,121,86,0.768627,0.47451,0.337255,18451,0.4
"109",242,60143,"Shrub Cover = 42%",196,118,84,0.768627,0.462745,0.329412,13375,0.3
"110",243,19304,"Shrub Cover = 43%",196,118,84,0.768627,0.462745,0.329412,4293,0.1
"111",244,21600,"Shrub Cover = 44%",196,115,82,0.768627,0.45098,0.321569,4804,0.1
"112",245,2823,"Shrub Cover = 45%",196,115,82,0.768627,0.45098,0.321569,628,0
"113",246,2817,"Shrub Cover = 46%",194,110,79,0.760784,0.431373,0.309804,626,0
"114",247,614,"Shrub Cover = 47%",194,110,79,0.760784,0.431373,0.309804,137,0
"115",248,1551,"Shrub Cover = 48%",194,110,79,0.760784,0.431373,0.309804,345,0
"116",249,2633,"Shrub Cover = 49%",194,107,78,0.760784,0.419608,0.305882,586,0
"117",250,868,"Shrub Cover = 50%",191,105,77,0.74902,0.411765,0.301961,193,0
"118",251,161,"Shrub Cover = 51%",191,102,75,0.74902,0.4,0.294118,36,0
"119",252,135,"Shrub Cover = 52%",191,102,75,0.74902,0.4,0.294118,30,0
"120",254,70,"Shrub Cover = 54%",189,97,72,0.741176,0.380392,0.282353,16,0
"121",255,35,"Shrub Cover = 55%",189,96,70,0.741176,0.376471,0.27451,8,0
"122",256,22,"Shrub Cover = 56%",189,94,70,0.741176,0.368627,0.27451,5,0
"123",258,21,"Shrub Cover = 58%",189,92,68,0.741176,0.360784,0.266667,5,0
"124",259,20,"Shrub Cover = 59%",186,89,67,0.729412,0.34902,0.262745,4,0
"125",310,5023,"Herb Cover = 10%",255,204,102,1,0.8,0.4,1117,0
"126",311,1592,"Herb Cover = 11%",255,204,102,1,0.8,0.4,354,0
"127",312,2593,"Herb Cover = 12%",255,201,102,1,0.788235,0.4,577,0
"128",313,2178,"Herb Cover = 13%",255,201,102,1,0.788235,0.4,484,0
"129",314,4488,"Herb Cover = 14%",255,201,99,1,0.788235,0.388235,998,0
"130",315,3101,"Herb Cover = 15%",255,198,99,1,0.776471,0.388235,690,0
"131",316,4767,"Herb Cover = 16%",255,197,97,1,0.772549,0.380392,1060,0
"132",317,4250,"Herb Cover = 17%",255,197,97,1,0.772549,0.380392,945,0
"133",318,5002,"Herb Cover = 18%",255,193,94,1,0.756863,0.368627,1112,0
"134",319,5627,"Herb Cover = 19%",255,193,94,1,0.756863,0.368627,1251,0
"135",320,6765,"Herb Cover = 20%",255,192,92,1,0.752941,0.360784,1504,0
"136",321,5021,"Herb Cover = 21%",255,190,92,1,0.745098,0.360784,1117,0
"137",322,7897,"Herb Cover = 22%",255,190,92,1,0.745098,0.360784,1756,0
"138",323,7408,"Herb Cover = 23%",255,189,89,1,0.741176,0.34902,1647,0
"139",324,8289,"Herb Cover = 24%",255,186,89,1,0.729412,0.34902,1843,0
"140",325,8691,"Herb Cover = 25%",255,185,87,1,0.72549,0.341176,1933,0
"141",326,9945,"Herb Cover = 26%",255,185,87,1,0.72549,0.341176,2212,0
"142",327,7526,"Herb Cover = 27%",255,181,84,1,0.709804,0.329412,1674,0
"143",328,11825,"Herb Cover = 28%",255,181,84,1,0.709804,0.329412,2630,0.1
"144",329,13298,"Herb Cover = 29%",255,180,82,1,0.705882,0.321569,2957,0.1
"145",330,15259,"Herb Cover = 30%",255,177,82,1,0.694118,0.321569,3394,0.1
"146",331,18001,"Herb Cover = 31%",255,176,79,1,0.690196,0.309804,4003,0.1
"147",332,22981,"Herb Cover = 32%",255,176,79,1,0.690196,0.309804,5111,0.1
"148",333,18578,"Herb Cover = 33%",255,173,79,1,0.678431,0.309804,4132,0.1
"149",334,30369,"Herb Cover = 34%",255,172,77,1,0.67451,0.301961,6754,0.1
"150",335,404181,"Herb Cover = 35%",255,172,77,1,0.67451,0.301961,89888,1.8
"151",336,46341,"Herb Cover = 36%",255,171,74,1,0.670588,0.290196,10306,0.2
"152",337,59429,"Herb Cover = 37%",255,167,74,1,0.654902,0.290196,13217,0.3
"153",338,77241,"Herb Cover = 38%",255,166,71,1,0.65098,0.278431,17178,0.4
"154",339,44858,"Herb Cover = 39%",255,166,71,1,0.65098,0.278431,9976,0.2
"155",340,108930,"Herb Cover = 40%",255,162,69,1,0.635294,0.270588,24225,0.5
"156",341,134657,"Herb Cover = 41%",255,162,69,1,0.635294,0.270588,29947,0.6
"157",342,170055,"Herb Cover = 42%",255,161,66,1,0.631373,0.258824,37819,0.8
"158",343,211463,"Herb Cover = 43%",255,158,66,1,0.619608,0.258824,47028,1
"159",344,258168,"Herb Cover = 44%",255,158,66,1,0.619608,0.258824,57415,1.2
"160",345,106505,"Herb Cover = 45%",255,156,64,1,0.611765,0.25098,23686,0.5
"161",346,320066,"Herb Cover = 46%",255,153,64,1,0.6,0.25098,71181,1.5
"162",347,376932,"Herb Cover = 47%",255,152,61,1,0.596078,0.239216,83828,1.7
"163",348,437234,"Herb Cover = 48%",255,152,61,1,0.596078,0.239216,97239,2
"164",349,499146,"Herb Cover = 49%",255,147,59,1,0.576471,0.231373,111007,2.3
"165",350,548887,"Herb Cover = 50%",255,147,59,1,0.576471,0.231373,122070,2.5
"166",351,167813,"Herb Cover = 51%",255,146,56,1,0.572549,0.219608,37321,0.8
"167",352,575411,"Herb Cover = 52%",255,142,56,1,0.556863,0.219608,127968,2.6
"168",353,558779,"Herb Cover = 53%",255,141,54,1,0.552941,0.211765,124269,2.5
"169",354,517621,"Herb Cover = 54%",255,141,54,1,0.552941,0.211765,115116,2.4
"170",355,899804,"Herb Cover = 55%",255,137,54,1,0.537255,0.211765,200112,4.1
"171",356,421857,"Herb Cover = 56%",255,136,51,1,0.533333,0.2,93819,1.9
"172",357,200505,"Herb Cover = 57%",255,136,51,1,0.533333,0.2,44591,0.9
"173",358,380042,"Herb Cover = 58%",255,135,48,1,0.529412,0.188235,84519,1.7
"174",359,342237,"Herb Cover = 59%",255,131,48,1,0.513725,0.188235,76112,1.6
"175",360,306204,"Herb Cover = 60%",255,130,46,1,0.509804,0.180392,68098,1.4
"176",361,271986,"Herb Cover = 61%",255,130,46,1,0.509804,0.180392,60488,1.2
"177",362,240122,"Herb Cover = 62%",255,124,43,1,0.486275,0.168627,53402,1.1
"178",363,155692,"Herb Cover = 63%",255,124,43,1,0.486275,0.168627,34625,0.7
"179",364,198159,"Herb Cover = 64%",255,123,41,1,0.482353,0.160784,44070,0.9
"180",365,201642,"Herb Cover = 65%",255,119,41,1,0.466667,0.160784,44844,0.9
"181",366,140113,"Herb Cover = 66%",255,119,41,1,0.466667,0.160784,31160,0.6
"182",367,121641,"Herb Cover = 67%",255,118,38,1,0.462745,0.14902,27052,0.6
"183",368,103712,"Herb Cover = 68%",255,114,38,1,0.447059,0.14902,23065,0.5
"184",369,78605,"Herb Cover = 69%",255,112,36,1,0.439216,0.141176,17481,0.4
"185",370,78088,"Herb Cover = 70%",255,112,36,1,0.439216,0.141176,17366,0.4
"186",371,79837,"Herb Cover = 71%",255,107,33,1,0.419608,0.129412,17755,0.4
"187",372,49588,"Herb Cover = 72%",255,107,33,1,0.419608,0.129412,11028,0.2
"188",373,40664,"Herb Cover = 73%",255,105,31,1,0.411765,0.121569,9043,0.2
"189",374,32822,"Herb Cover = 74%",255,102,31,1,0.4,0.121569,7299,0.1
"190",375,25611,"Herb Cover = 75%",255,100,28,1,0.392157,0.109804,5696,0.1
"191",376,21168,"Herb Cover = 76%",255,100,28,1,0.392157,0.109804,4708,0.1
"192",377,45901,"Herb Cover = 77%",255,100,28,1,0.392157,0.109804,10208,0.2
"193",378,5782,"Herb Cover = 78%",255,94,25,1,0.368627,0.098039,1286,0
"194",379,3231,"Herb Cover = 79%",255,94,25,1,0.368627,0.098039,719,0
"195",380,1092,"Herb Cover = 80%",255,93,23,1,0.364706,0.090196,243,0
"196",381,501,"Herb Cover = 81%",255,89,23,1,0.34902,0.090196,111,0
"197",382,1528,"Herb Cover = 82%",255,87,20,1,0.341176,0.078431,340,0
"198",383,209,"Herb Cover = 83%",255,87,20,1,0.341176,0.078431,46,0
"199",384,172,"Herb Cover = 84%",255,81,18,1,0.317647,0.070588,38,0
"200",385,8164,"Herb Cover = 85%",255,81,18,1,0.317647,0.070588,1816,0
"201",386,131,"Herb Cover = 86%",255,79,15,1,0.309804,0.058824,29,0
"202",388,106,"Herb Cover = 88%",255,75,15,1,0.294118,0.058824,24,0
"203",389,84,"Herb Cover = 89%",255,73,13,1,0.286275,0.05098,19,0
"204",390,71,"Herb Cover = 90%",255,69,13,1,0.270588,0.05098,16,0
"205",391,263,"Herb Cover = 91%",255,67,10,1,0.262745,0.039216,58,0
