"","VALUE","Freq","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"24",107,48750,"Tree Height = 7 meters",171,230,124,0.670588,0.901961,0.486275,10842,0.2
"25",108,144363,"Tree Height = 8 meters",168,227,120,0.658824,0.890196,0.470588,32106,0.7
"26",109,143247,"Tree Height = 9 meters",160,222,113,0.627451,0.870588,0.443137,31857,0.7
"27",110,242252,"Tree Height = 10 meters",155,219,110,0.607843,0.858824,0.431373,53876,1.1
"28",111,379265,"Tree Height = 11 meters",150,214,105,0.588235,0.839216,0.411765,84347,1.7
"29",112,580709,"Tree Height = 12 meters",146,212,102,0.572549,0.831373,0.4,129147,2.6
"30",113,814596,"Tree Height = 13 meters",141,207,97,0.552941,0.811765,0.380392,181162,3.7
"31",114,1061362,"Tree Height = 14 meters",136,204,94,0.533333,0.8,0.368627,236041,4.8
"32",115,1080763,"Tree Height = 15 meters",131,199,90,0.513725,0.780392,0.352941,240356,4.9
"33",116,947167,"Tree Height = 16 meters",127,196,86,0.498039,0.768627,0.337255,210645,4.3
"34",117,686809,"Tree Height = 17 meters",119,191,80,0.466667,0.74902,0.313725,152743,3.1
"35",118,1548080,"Tree Height = 18 meters",116,189,77,0.454902,0.741176,0.301961,344285,7.1
"36",119,282427,"Tree Height = 19 meters",110,184,73,0.431373,0.721569,0.286275,62810,1.3
"37",120,55003,"Tree Height = 20 meters",107,181,71,0.419608,0.709804,0.278431,12232,0.3
"38",121,15720,"Tree Height = 21 meters",101,176,67,0.396078,0.690196,0.262745,3496,0.1
"39",122,111,"Tree Height = 22 meters",99,173,64,0.388235,0.678431,0.25098,25,0
"40",123,18,"Tree Height = 23 meters",93,168,61,0.364706,0.658824,0.239216,4,0
"41",124,23,"Tree Height = 24 meters",87,166,56,0.341176,0.65098,0.219608,5,0
"42",138,407,"Tree Height = 38 meters",36,112,21,0.141176,0.439216,0.082353,91,0
"43",201,9870,"Shrub Height = 0.1 meter",212,178,125,0.831373,0.698039,0.490196,2195,0
"44",202,11297,"Shrub Height = 0.2 meter",212,174,121,0.831373,0.682353,0.47451,2512,0.1
"45",203,17095,"Shrub Height = 0.3 meter",209,166,117,0.819608,0.65098,0.458824,3802,0.1
"46",204,56443,"Shrub Height = 0.4 meter",209,161,113,0.819608,0.631373,0.443137,12553,0.3
"47",205,89268,"Shrub Height = 0.5 meter",207,155,109,0.811765,0.607843,0.427451,19853,0.4
"48",206,231383,"Shrub Height = 0.6 meter",207,149,105,0.811765,0.584314,0.411765,51458,1.1
"49",207,310285,"Shrub Height = 0.7 meter",204,145,102,0.8,0.568627,0.4,69006,1.4
"50",208,481160,"Shrub Height = 0.8 meter",201,137,97,0.788235,0.537255,0.380392,107007,2.2
"51",209,419994,"Shrub Height = 0.9 meter",201,134,95,0.788235,0.52549,0.372549,93404,1.9
"52",210,309819,"Shrub Height = 1 meter",199,126,90,0.780392,0.494118,0.352941,68902,1.4
"53",211,156974,"Shrub Height = 1.1 meters",196,121,86,0.768627,0.47451,0.337255,34910,0.7
"54",212,100072,"Shrub Height = 1.2 meters",196,115,82,0.768627,0.45098,0.321569,22255,0.5
"55",213,6327,"Shrub Height = 1.3 meters",194,110,79,0.760784,0.431373,0.309804,1407,0
"56",214,9113,"Shrub Height = 1.4 meters",191,105,77,0.74902,0.411765,0.301961,2027,0
"57",215,9741,"Shrub Height = 1.5 meters",191,100,73,0.74902,0.392157,0.286275,2166,0
"58",216,16455,"Shrub Height = 1.6 meters",189,94,70,0.741176,0.368627,0.27451,3660,0.1
"59",217,15368,"Shrub Height = 1.7 meters",186,89,67,0.729412,0.34902,0.262745,3418,0.1
"60",218,18880,"Shrub Height = 1.8 meters",184,83,62,0.721569,0.32549,0.243137,4199,0.1
"61",219,14511,"Shrub Height = 1.9 meters",184,79,61,0.721569,0.309804,0.239216,3227,0.1
"62",220,18802,"Shrub Height = 2.0 meters",181,72,58,0.709804,0.282353,0.227451,4181,0.1
"63",221,12333,"Shrub Height = 2.1 meters",179,68,55,0.701961,0.266667,0.215686,2743,0.1
"64",222,15341,"Shrub Height = 2.2 meters",176,61,51,0.690196,0.239216,0.2,3412,0.1
"65",223,13220,"Shrub Height = 2.3 meters",173,57,49,0.678431,0.223529,0.192157,2940,0.1
"66",224,15727,"Shrub Height = 2.4 meters",173,51,47,0.678431,0.2,0.184314,3498,0.1
"67",225,12383,"Shrub Height = 2.5 meters",171,47,44,0.670588,0.184314,0.172549,2754,0.1
"68",226,14151,"Shrub Height = 2.6 meters",168,39,41,0.658824,0.152941,0.160784,3147,0.1
"69",227,12068,"Shrub Height = 2.7 meters",166,33,40,0.65098,0.129412,0.156863,2684,0.1
"70",228,8581,"Shrub Height = 2.8 meters",163,26,38,0.639216,0.101961,0.14902,1908,0
"71",229,5560,"Shrub Height = 2.9 meters",161,18,34,0.631373,0.070588,0.133333,1237,0
"72",230,14012,"Shrub Height >= 3.0 meters",158,0,32,0.619608,0,0.12549,3116,0.1
"73",301,61469,"Herb Height = 0.1 meter",255,204,102,1,0.8,0.4,13670,0.3
"74",302,436972,"Herb Height = 0.2 meter",255,186,89,1,0.729412,0.34902,97180,2
"75",303,8210031,"Herb Height = 0.3 meter",255,169,77,1,0.662745,0.301961,1825867,37.4
"76",304,1336814,"Herb Height = 0.4 meter",255,150,64,1,0.588235,0.25098,297300,6.1
"77",305,96792,"Herb Height = 0.5 meter",255,133,51,1,0.521569,0.2,21526,0.4
"78",306,7510,"Herb Height = 0.6 meter",255,112,41,1,0.439216,0.160784,1670,0
"79",307,1788,"Herb Height = 0.7 meter",255,92,28,1,0.360784,0.109804,398,0
"80",308,160149,"Herb Height = 0.8 meter",255,73,18,1,0.286275,0.070588,35616,0.7
