model_label,Model_Code,refLabel,refPercent,BpS_Name,Var1,Var2,Freq,BPS_CODE,ZONE,total_count,currentPercent
11530_20_22_29_30_UN,11530_20_22_29_30,UN,0,Inter-Mountain Basins Greasewood Flat,NA,NA,NA,NA,NA,NA,NA
11530_20_22_29_30_UE,11530_20_22_29_30,UE,0,Inter-Mountain Basins Greasewood Flat,1273,7,7,11530,29,7583,0
11590_29_A,11590_29,A,15,Rocky Mountain Montane Riparian Systems,1274,1,15577,11590,29,136805,11
11590_29_B,11590_29,B,58,Rocky Mountain Montane Riparian Systems,1274,2,23,11590,29,136805,0
11590_29_C,11590_29,C,27,Rocky Mountain Montane Riparian Systems,1274,3,69905,11590,29,136805,51
11590_29_D,11590_29,D,NA,Rocky Mountain Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11590_29_E,11590_29,E,NA,Rocky Mountain Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11590_29_Agriculture,11590_29,Agriculture,0,Rocky Mountain Montane Riparian Systems,1274,180,16922,11590,29,136805,12
11590_29_Developed,11590_29,Developed,0,Rocky Mountain Montane Riparian Systems,1274,120,1221,11590,29,136805,0
11590_29_Water,11590_29,Water,0,Rocky Mountain Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11590_29_UN,11590_29,UN,0,Rocky Mountain Montane Riparian Systems,1274,6,28653,11590,29,136805,20
11590_29_UE,11590_29,UE,0,Rocky Mountain Montane Riparian Systems,1274,7,4504,11590,29,136805,3
11620_29_30_A,11620_29_30,A,15,Western Great Plains Floodplain Systems,1276,1,653,11620,29,272073,0
11620_29_30_B,11620_29_30,B,27,Western Great Plains Floodplain Systems,1276,2,70209,11620,29,272073,25
11620_29_30_C,11620_29_30,C,25,Western Great Plains Floodplain Systems,1276,3,0,11620,29,272073,0
11620_29_30_D,11620_29_30,D,6,Western Great Plains Floodplain Systems,1276,4,0,11620,29,272073,0
11620_29_30_E,11620_29_30,E,27,Western Great Plains Floodplain Systems,1276,5,32132,11620,29,272073,11
11620_29_30_Agriculture,11620_29_30,Agriculture,0,Western Great Plains Floodplain Systems,1276,180,47485,11620,29,272073,17
11620_29_30_Developed,11620_29_30,Developed,0,Western Great Plains Floodplain Systems,1276,120,17725,11620,29,272073,6
11620_29_30_Water,11620_29_30,Water,0,Western Great Plains Floodplain Systems,NA,NA,NA,NA,NA,NA,NA
11620_29_30_UN,11620_29_30,UN,0,Western Great Plains Floodplain Systems,1276,6,93261,11620,29,272073,34
11620_29_30_UE,11620_29_30,UE,0,Western Great Plains Floodplain Systems,1276,7,10607,11620,29,272073,3
11620_31_39_40_A,11620_31_39_40,A,14,Western Great Plains Floodplain Systems,1686,1,306539,11620,31,440744,69
11620_31_39_40_B,11620_31_39_40,B,28,Western Great Plains Floodplain Systems,1686,2,55570,11620,31,440744,12
11620_31_39_40_C,11620_31_39_40,C,36,Western Great Plains Floodplain Systems,1686,3,0,11620,31,440744,0
11620_31_39_40_D,11620_31_39_40,D,11,Western Great Plains Floodplain Systems,1686,4,0,11620,31,440744,0
11620_31_39_40_E,11620_31_39_40,E,11,Western Great Plains Floodplain Systems,1686,5,98,11620,31,440744,0
11620_31_39_40_Agriculture,11620_31_39_40,Agriculture,0,Western Great Plains Floodplain Systems,1686,180,38989,11620,31,440744,8
11620_31_39_40_Developed,11620_31_39_40,Developed,0,Western Great Plains Floodplain Systems,1686,120,12898,11620,31,440744,2
11620_31_39_40_Water,11620_31_39_40,Water,0,Western Great Plains Floodplain Systems,NA,NA,NA,NA,NA,NA,NA
11620_31_39_40_UN,11620_31_39_40,UN,0,Western Great Plains Floodplain Systems,1686,6,0,11620,31,440744,0
11620_31_39_40_UE,11620_31_39_40,UE,0,Western Great Plains Floodplain Systems,1686,7,26621,11620,31,440744,6
11660_29_A,11660_29,A,8,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,1277,1,3,11660,29,113,2
11660_29_B,11660_29,B,3,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,NA,NA,NA,NA,NA,NA,NA
11660_29_C,11660_29,C,25,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,1277,3,10,11660,29,113,8
11660_29_D,11660_29,D,54,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,1277,4,42,11660,29,113,37
11660_29_E,11660_29,E,10,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,1277,5,39,11660,29,113,34
11660_29_Agriculture,11660_29,Agriculture,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,NA,NA,NA,NA,NA,NA,NA
11660_29_Developed,11660_29,Developed,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,1277,120,17,11660,29,113,15
11660_29_Water,11660_29,Water,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,NA,NA,NA,NA,NA,NA,NA
11660_29_UN,11660_29,UN,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,NA,NA,NA,NA,NA,NA,NA
11660_29_UE,11660_29,UE,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,1277,7,2,11660,29,113,1
11790_31_A,11790_31,A,10,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,1687,1,193,11790,31,1075068,0
11790_31_B,11790_31,B,79,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,1687,2,497043,11790,31,1075068,46
11790_31_C,11790_31,C,11,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,1687,3,48532,11790,31,1075068,4
11790_31_D,11790_31,D,NA,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,NA,NA,NA,NA,NA,NA,NA
11790_31_E,11790_31,E,NA,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,NA,NA,NA,NA,NA,NA,NA
11790_31_Agriculture,11790_31,Agriculture,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,1687,180,36836,11790,31,1075068,3
11790_31_Developed,11790_31,Developed,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,1687,120,12708,11790,31,1075068,1
11790_31_Water,11790_31,Water,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,NA,NA,NA,NA,NA,NA,NA
11790_31_UN,11790_31,UN,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,1687,6,442339,11790,31,1075068,41
11790_31_UE,11790_31,UE,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,1687,7,37417,11790,31,1075068,3
11791_29_30_A,11791_29_30,A,6,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,1278,1,234215,11791,29,5399021,4
11791_29_30_B,11791_29_30,B,19,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,1278,2,1865,11791,29,5399021,0
11791_29_30_C,11791_29_30,C,13,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,1278,3,192223,11791,29,5399021,3
11791_29_30_D,11791_29_30,D,53,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,1278,4,3599423,11791,29,5399021,66
11791_29_30_E,11791_29_30,E,9,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,1278,5,714411,11791,29,5399021,13
11791_29_30_Agriculture,11791_29_30,Agriculture,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,1278,180,19179,11791,29,5399021,0
11791_29_30_Developed,11791_29_30,Developed,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,1278,120,30475,11791,29,5399021,0
11791_29_30_Water,11791_29_30,Water,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,NA,NA,NA,NA,NA,NA,NA
11791_29_30_UN,11791_29_30,UN,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,1278,6,420253,11791,29,5399021,7
11791_29_30_UE,11791_29_30,UE,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,1278,7,186977,11791,29,5399021,3
11792_29_30_A,11792_29_30,A,5,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,1279,1,270239,11792,29,2066647,13
11792_29_30_B,11792_29_30,B,2,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,1279,2,388,11792,29,2066647,0
11792_29_30_C,11792_29_30,C,8,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,1279,3,147034,11792,29,2066647,7
11792_29_30_D,11792_29_30,D,80,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,1279,4,1238822,11792,29,2066647,59
11792_29_30_E,11792_29_30,E,5,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,NA,NA,NA,NA,NA,NA,NA
11792_29_30_Agriculture,11792_29_30,Agriculture,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,1279,180,7739,11792,29,2066647,0
11792_29_30_Developed,11792_29_30,Developed,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,1279,120,20491,11792,29,2066647,0
11792_29_30_Water,11792_29_30,Water,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,NA,NA,NA,NA,NA,NA,NA
11792_29_30_UN,11792_29_30,UN,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,1279,6,281690,11792,29,2066647,13
11792_29_30_UE,11792_29_30,UE,0,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,1279,7,92625,11792,29,2066647,4
13850_29_30_A,13850_29_30,A,17,Western Great Plains Wooded Draw and Ravine,1280,1,428,13850,29,11326,3
13850_29_30_B,13850_29_30,B,15,Western Great Plains Wooded Draw and Ravine,1280,2,61,13850,29,11326,0
13850_29_30_C,13850_29_30,C,68,Western Great Plains Wooded Draw and Ravine,1280,3,4469,13850,29,11326,39
13850_29_30_D,13850_29_30,D,NA,Western Great Plains Wooded Draw and Ravine,NA,NA,NA,NA,NA,NA,NA
13850_29_30_E,13850_29_30,E,NA,Western Great Plains Wooded Draw and Ravine,NA,NA,NA,NA,NA,NA,NA
13850_29_30_Agriculture,13850_29_30,Agriculture,0,Western Great Plains Wooded Draw and Ravine,1280,180,77,13850,29,11326,0
13850_29_30_Developed,13850_29_30,Developed,0,Western Great Plains Wooded Draw and Ravine,1280,120,111,13850,29,11326,0
13850_29_30_Water,13850_29_30,Water,0,Western Great Plains Wooded Draw and Ravine,NA,NA,NA,NA,NA,NA,NA
13850_29_30_UN,13850_29_30,UN,0,Western Great Plains Wooded Draw and Ravine,1280,6,5780,13850,29,11326,51
13850_29_30_UE,13850_29_30,UE,0,Western Great Plains Wooded Draw and Ravine,1280,7,400,13850,29,11326,3
13850_31_39_40_42_A,13850_31_39_40_42,A,16,Western Great Plains Wooded Draw and Ravine,1688,1,6229,13850,31,81770,7
13850_31_39_40_42_B,13850_31_39_40_42,B,29,Western Great Plains Wooded Draw and Ravine,1688,2,55,13850,31,81770,0
13850_31_39_40_42_C,13850_31_39_40_42,C,55,Western Great Plains Wooded Draw and Ravine,1688,3,32520,13850,31,81770,39
13850_31_39_40_42_D,13850_31_39_40_42,D,NA,Western Great Plains Wooded Draw and Ravine,NA,NA,NA,NA,NA,NA,NA
13850_31_39_40_42_E,13850_31_39_40_42,E,NA,Western Great Plains Wooded Draw and Ravine,NA,NA,NA,NA,NA,NA,NA
13850_31_39_40_42_Agriculture,13850_31_39_40_42,Agriculture,0,Western Great Plains Wooded Draw and Ravine,1688,180,299,13850,31,81770,0
13850_31_39_40_42_Developed,13850_31_39_40_42,Developed,0,Western Great Plains Wooded Draw and Ravine,1688,120,779,13850,31,81770,0
13850_31_39_40_42_Water,13850_31_39_40_42,Water,0,Western Great Plains Wooded Draw and Ravine,NA,NA,NA,NA,NA,NA,NA
13850_31_39_40_42_UN,13850_31_39_40_42,UN,0,Western Great Plains Wooded Draw and Ravine,1688,6,36685,13850,31,81770,44
13850_31_39_40_42_UE,13850_31_39_40_42,UE,0,Western Great Plains Wooded Draw and Ravine,1688,7,5203,13850,31,81770,6
14210_31_38_42_43_44_50_51_A,14210_31_38_42_43_44_50_51,A,40,Central Tallgrass Prairie,1689,1,2192,14210,31,3340,65
14210_31_38_42_43_44_50_51_B,14210_31_38_42_43_44_50_51,B,58,Central Tallgrass Prairie,1689,2,168,14210,31,3340,5
14210_31_38_42_43_44_50_51_C,14210_31_38_42_43_44_50_51,C,2,Central Tallgrass Prairie,1689,3,1,14210,31,3340,0
14210_31_38_42_43_44_50_51_D,14210_31_38_42_43_44_50_51,D,NA,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_E,14210_31_38_42_43_44_50_51,E,NA,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_Agriculture,14210_31_38_42_43_44_50_51,Agriculture,0,Central Tallgrass Prairie,1689,180,598,14210,31,3340,17
14210_31_38_42_43_44_50_51_Developed,14210_31_38_42_43_44_50_51,Developed,0,Central Tallgrass Prairie,1689,120,61,14210,31,3340,1
14210_31_38_42_43_44_50_51_Water,14210_31_38_42_43_44_50_51,Water,0,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_UN,14210_31_38_42_43_44_50_51,UN,0,Central Tallgrass Prairie,1689,6,71,14210,31,3340,2
14210_31_38_42_43_44_50_51_UE,14210_31_38_42_43_44_50_51,UE,0,Central Tallgrass Prairie,1689,7,249,14210,31,3340,7
14950_31_39_40_A,14950_31_39_40,A,47,Western Great Plains Depressional Wetland Systems,1691,1,47,14950,31,15178,0
14950_31_39_40_B,14950_31_39_40,B,53,Western Great Plains Depressional Wetland Systems,1691,2,1,14950,31,15178,0
14950_31_39_40_C,14950_31_39_40,C,NA,Western Great Plains Depressional Wetland Systems,NA,NA,NA,NA,NA,NA,NA
14950_31_39_40_D,14950_31_39_40,D,NA,Western Great Plains Depressional Wetland Systems,NA,NA,NA,NA,NA,NA,NA
14950_31_39_40_E,14950_31_39_40,E,NA,Western Great Plains Depressional Wetland Systems,NA,NA,NA,NA,NA,NA,NA
14950_31_39_40_Agriculture,14950_31_39_40,Agriculture,0,Western Great Plains Depressional Wetland Systems,1691,180,4806,14950,31,15178,31
14950_31_39_40_Developed,14950_31_39_40,Developed,0,Western Great Plains Depressional Wetland Systems,1691,120,405,14950,31,15178,2
14950_31_39_40_Water,14950_31_39_40,Water,0,Western Great Plains Depressional Wetland Systems,NA,NA,NA,NA,NA,NA,NA
14950_31_39_40_UN,14950_31_39_40,UN,0,Western Great Plains Depressional Wetland Systems,1691,6,9524,14950,31,15178,62
14950_31_39_40_UE,14950_31_39_40,UE,0,Western Great Plains Depressional Wetland Systems,1691,7,393,14950,31,15178,2
